alpha|beta|ServoAngleA|ServoAngleB|ServoAngleC
-11|15|22.665885215046757|59.68393168871572|25.105817017984045
-10|15|23.360666368838153|58.7147615970255|24.708068493136913
-9|15|24.090116873282973|57.76721175389109|24.322638235828393
-8|15|24.85436220682555|56.83971592172445|23.949061803351718
-7|15|25.6535870400551|55.930865564050876|23.586906134835637
-6|15|26.4880337278601|55.03938732701274|23.235767840303538
-5|15|27.358001976559073|54.164124626058594|22.895271663286927
-4|15|28.26384958907886|53.304022458813904|22.565069105170366
-3|15|29.205994237264605|52.458114780963584|22.24483720125467
-2|15|30.184916253468273|51.62551393892649|21.934277440190513
-1|15|0|0|0
0|15|0|0|0
1|15|0|0|0
2|15|0|0|0
3|15|0|0|0
4|15|0|0|0
5|15|0|0|0
6|15|0|0|0
7|15|0|0|0
8|15|0|0|0
9|15|0|0|0
10|15|0|0|0
11|15|0|0|0
12|15|0|0|0
13|15|0|0|0
14|15|0|0|0
15|15|0|0|0
16|15|0|0|0
17|15|0|0|0
18|15|0|0|0
19|15|0|0|0
20|15|0|0|0
21|15|0|0|0
22|15|0|0|0
23|15|0|0|0
24|15|0|0|0
25|15|0|0|0
26|15|0|0|0
27|15|0|0|0
28|15|0|0|0
29|15|0|0|0
30|15|0|0|0
-30|16|0|0|0
-29|16|0|0|0
-28|16|6.867531161854117|79.56494678933191|33.352693971502944
-27|16|8.192778608129373|76.90978411581274|32.65366671671228
-26|16|9.53265349986549|75.0135921218477|31.982168365982254
-25|16|10.88177479204856|73.48285120142825|31.3366772017485
-24|16|12.235635663803109|72.17686032107254|30.71578391369043
-23|16|13.590482463124644|71.02592657244796|30.11818166815962
-22|16|14.943200081525504|69.98947053654472|29.54265728391188
-21|16|16.291209977831556|69.04139758572697|28.988083365555624
-20|16|17.632382693555243|68.16374983631539|28.45341127052049
-19|16|18.364132968156397|67.34354156954107|27.937664805069417
-18|16|18.77717161044312|66.57102000696074|27.43993456093545
-17|16|19.22675853667647|65.83863724813925|26.959372817354613
-16|16|19.712267572299567|65.14040716493585|26.495188944175162
-15|16|20.233219994930096|64.47148441139379|26.046645250808027
-14|16|20.789261406640932|63.82787836226916|25.613053233407797
-13|16|21.38014352454161|63.20625257186225|25.19377017910839
-12|16|22.005709956773302|62.49930799491679|24.788196091609286
-11|16|22.665885215046785|61.474225558068|24.395770907088618
-10|16|23.360666368838153|60.47447070023131|24.015971973452245
-9|16|24.090116873282973|59.49800993232441|23.64831176942726
-8|16|24.8543622068256|58.54304237982228|23.292335843063164
-7|16|25.653587040055037|57.60796226208446|22.947620951897413
-6|16|26.488033727860135|56.69132897513329|22.61377338943423
-5|16|27.358001976559045|55.79184297229987|22.29042748473067
-4|16|28.26384958907888|54.90832612502743|21.977244263830244
-3|16|0|0|0
-2|16|0|0|0
-1|16|0|0|0
0|16|0|0|0
1|16|0|0|0
2|16|0|0|0
3|16|0|0|0
4|16|0|0|0
5|16|0|0|0
6|16|0|0|0
7|16|0|0|0
8|16|0|0|0
9|16|0|0|0
10|16|0|0|0
11|16|0|0|0
12|16|0|0|0
13|16|0|0|0
14|16|0|0|0
15|16|0|0|0
16|16|0|0|0
17|16|0|0|0
18|16|0|0|0
19|16|0|0|0
20|16|0|0|0
21|16|0|0|0
22|16|0|0|0
23|16|0|0|0
24|16|0|0|0
25|16|0|0|0
26|16|0|0|0
27|16|0|0|0
28|16|0|0|0
29|16|0|0|0
30|16|0|0|0
-30|17|0|0|0
-29|17|0|0|0
-28|17|0|0|0
-27|17|8.192778608129373|81.55148903260417|31.646214615699435
-26|17|9.532653499865575|78.09811213934675|30.997415794625205
-25|17|10.881774792048546|75.95466454889142|30.374208291781287
-24|17|12.235635663803109|74.295147475219|29.77520412668529
-23|17|13.590482463124616|72.90846776130479|29.199116186754956
-22|17|14.943200081525504|71.70173260881788|28.644749634768566
-21|17|16.291209977831627|70.62422675181676|28.110994233681048
-20|17|17.632382693555257|69.64465029275831|27.59681747282913
-19|17|18.364132968156383|68.74207106178739|27.101258397496508
-18|17|18.777171610443133|67.90166888651964|26.623422058519203
-17|17|19.226758536676456|67.1124922951602|26.162474510744445
-16|17|19.71226757229958|66.3661737384142|25.717638299256762
-15|17|20.23321999493008|65.65614560100627|25.288188380736777
-14|17|20.789261406640932|64.97713717701512|24.87344843444628
-13|17|21.380143524541637|64.32483847909563|24.472787523384504
-12|17|22.005709956773273|63.69566781030993|24.085617071327434
-11|17|22.665885215046757|63.08660641097559|23.711388125908513
-10|17|23.360666368838153|62.30915202185153|23.349588881745383
-9|17|24.090116873282973|61.300591553333454|22.999742440975552
-8|17|24.85436220682555|60.315368479619906|22.661404791507792
-7|17|25.653587040055065|59.35161544960528|22.334162985911902
-6|17|26.4880337278601|58.407672730195586|22.017633506197697
-5|17|0|0|0
-4|17|0|0|0
-3|17|0|0|0
-2|17|0|0|0
-1|17|0|0|0
0|17|0|0|0
1|17|0|0|0
2|17|0|0|0
3|17|0|0|0
4|17|0|0|0
5|17|0|0|0
6|17|0|0|0
7|17|0|0|0
8|17|0|0|0
9|17|0|0|0
10|17|0|0|0
11|17|0|0|0
12|17|0|0|0
13|17|0|0|0
14|17|0|0|0
15|17|0|0|0
16|17|0|0|0
17|17|0|0|0
18|17|0|0|0
19|17|0|0|0
20|17|0|0|0
21|17|0|0|0
22|17|0|0|0
23|17|0|0|0
24|17|0|0|0
25|17|0|0|0
26|17|0|0|0
27|17|0|0|0
28|17|0|0|0
29|17|0|0|0
30|17|0|0|0
-30|18|0|0|0
-29|18|0|0|0
-28|18|0|0|0
-27|18|0|0|0
-26|18|0|0|0
-25|18|10.881774792048631|79.67465095589117|29.436093670215158
-24|18|12.235635663803109|77.09167656750093|28.859151223549304
-23|18|13.590482463124687|75.23902802924653|28.304740470341493
-22|18|14.943200081525447|73.73959673357145|27.771684750686163
-21|18|16.291209977831556|72.45780724368065|27.258890937946184
-20|18|17.6323826935552|71.32634830121752|26.765342703292667
-19|18|18.364132968156426|70.30597072037348|26.29009446199489
-18|18|18.777171610443133|69.37140751495193|25.832265922466192
-17|18|19.226758536676456|68.50525339169008|25.391037170327287
-16|18|19.71226757229958|67.69491014091382|24.96564422915162
-15|18|20.233219994930096|66.93090651351378|24.555375047480418
-14|18|20.789261406640932|66.2059045076466|24.159565868404613
-13|18|21.380143524541637|65.5140774638103|23.777597943738158
-12|18|22.005709956773302|64.85070279830475|23.408894559720302
-11|18|22.66588521504677|64.21188517385205|23.052918345434854
-10|18|23.36066636883809|63.59436236833826|22.709168838829285
-9|18|24.090116873282994|62.9953654737509|22.377180288457367
-8|18|24.854362206825577|62.164693331861336|22.056519671929053
-7|18|0|0|0
-6|18|0|0|0
-5|18|0|0|0
-4|18|0|0|0
-3|18|0|0|0
-2|18|0|0|0
-1|18|0|0|0
0|18|0|0|0
1|18|0|0|0
2|18|0|0|0
3|18|0|0|0
4|18|0|0|0
5|18|0|0|0
6|18|0|0|0
7|18|0|0|0
8|18|0|0|0
9|18|0|0|0
10|18|0|0|0
11|18|0|0|0
12|18|0|0|0
13|18|0|0|0
14|18|0|0|0
15|18|0|0|0
16|18|0|0|0
17|18|0|0|0
18|18|0|0|0
19|18|0|0|0
20|18|0|0|0
21|18|0|0|0
22|18|0|0|0
23|18|0|0|0
24|18|0|0|0
25|18|0|0|0
26|18|0|0|0
27|18|0|0|0
28|18|0|0|0
29|18|0|0|0
30|18|0|0|0
-30|19|0|0|0
-29|19|0|0|0
-28|19|0|0|0
-27|19|0|0|0
-26|19|0|0|0
-25|19|0|0|0
-24|19|12.23563566380308|82.2243812487177|27.967935582265092
-23|19|13.590482463124658|78.53444890956392|27.435367714155454
-22|19|14.943200081525504|76.36250618497083|26.92377758637567
-21|19|16.291209977831613|74.69790722851023|26.432089328801844
-20|19|17.6323826935552|73.31248611722705|25.95930302086383
-19|19|18.364132968156397|72.10906295999357|25.50448874054733
-18|19|18.77717161044312|71.03545360509074|25.066781201747496
-17|19|19.226758536676456|70.05977608621868|24.64537491515933
-16|19|19.712267572299567|69.16085284109715|24.23951981671668
-15|19|20.23321999493011|68.32376093876243|23.848517315060107
-14|19|20.789261406640918|67.53751034168103|23.471716715878834
-13|19|21.38014352454165|66.79372435175283|23.108511986423146
-12|19|22.005709956773302|66.08583919976859|22.758338828190034
-11|19|22.6658852150468|65.40859294135659|22.42067202987249
-10|19|23.36066636883814|64.75768520512645|22.095023076232735
-9|19|0|0|0
-8|19|0|0|0
-7|19|0|0|0
-6|19|0|0|0
-5|19|0|0|0
-4|19|0|0|0
-3|19|0|0|0
-2|19|0|0|0
-1|19|0|0|0
0|19|0|0|0
1|19|0|0|0
2|19|0|0|0
3|19|0|0|0
4|19|0|0|0
5|19|0|0|0
6|19|0|0|0
7|19|0|0|0
8|19|0|0|0
9|19|0|0|0
10|19|0|0|0
11|19|0|0|0
12|19|0|0|0
13|19|0|0|0
14|19|0|0|0
15|19|0|0|0
16|19|0|0|0
17|19|0|0|0
18|19|0|0|0
19|19|0|0|0
20|19|0|0|0
21|19|0|0|0
22|19|0|0|0
23|19|0|0|0
24|19|0|0|0
25|19|0|0|0
26|19|0|0|0
27|19|0|0|0
28|19|0|0|0
29|19|0|0|0
30|19|0|0|0
-30|20|0|0|0
-29|20|0|0|0
-28|20|0|0|0
-27|20|0|0|0
-26|20|0|0|0
-25|20|0|0|0
-24|20|0|0|0
-23|20|0|0|0
-22|20|14.94320008152549|80.58093134807977|26.101409053618042
-21|20|16.2912099778316|77.7561361368792|25.63097007757183
-20|20|17.632382693555158|75.82835939339195|25.179078388590526
-19|20|18.36413296815641|74.2931935882541|24.74482017815309
-18|20|18.77717161044309|72.99111994987291|24.327345660734984
-17|20|19.2267585366765|71.84687603297145|23.925864304627545
-16|20|19.712267572299567|70.81781344853414|23.53964052288452
-15|20|20.23321999493008|69.87697878185847|23.167989777492075
-14|20|20.789261406640918|69.0060421505818|22.810275055929964
-13|20|21.380143524541623|68.19186003707628|22.465903684520896
-12|20|22.005709956773273|67.42462065232411|22.134324447497775
-11|20|22.665885215046785|66.69676292796753|21.815024984673215
-10|20|0|0|0
-9|20|0|0|0
-8|20|0|0|0
-7|20|0|0|0
-6|20|0|0|0
-5|20|0|0|0
-4|20|0|0|0
-3|20|0|0|0
-2|20|0|0|0
-1|20|0|0|0
0|20|0|0|0
1|20|0|0|0
2|20|0|0|0
3|20|0|0|0
4|20|0|0|0
5|20|0|0|0
6|20|0|0|0
7|20|0|0|0
8|20|0|0|0
9|20|0|0|0
10|20|0|0|0
11|20|0|0|0
12|20|0|0|0
13|20|0|0|0
14|20|0|0|0
15|20|0|0|0
16|20|0|0|0
17|20|0|0|0
18|20|0|0|0
19|20|0|0|0
20|20|0|0|0
21|20|0|0|0
22|20|0|0|0
23|20|0|0|0
24|20|0|0|0
25|20|0|0|0
26|20|0|0|0
27|20|0|0|0
28|20|0|0|0
29|20|0|0|0
30|20|0|0|0
-30|21|0|0|0
-29|21|0|0|0
-28|21|0|0|0
-27|21|0|0|0
-26|21|0|0|0
-25|21|0|0|0
-24|21|0|0|0
-23|21|0|0|0
-22|21|0|0|0
-21|21|0|0|0
-20|21|17.632382693555215|79.63729028110376|24.425114901165387
-19|21|18.36413296815641|77.213305037879|24.011533471951296
-18|21|18.777171610443148|75.44412638625961|23.614402669194945
-17|21|19.226758536676456|74.00051926166635|23.232947590481565
-16|21|19.71226757229958|72.75979038913064|22.866447823700824
-15|21|20.233219994930096|71.66007115177086|22.514233605548995
-14|21|20.78926140664089|70.66495600044951|22.175682349019453
-13|21|21.380143524541623|69.75086230408614|21.85021550523122
-12|21|0|0|0
-11|21|0|0|0
-10|21|0|0|0
-9|21|0|0|0
-8|21|0|0|0
-7|21|0|0|0
-6|21|0|0|0
-5|21|0|0|0
-4|21|0|0|0
-3|21|0|0|0
-2|21|0|0|0
-1|21|0|0|0
0|21|0|0|0
1|21|0|0|0
2|21|0|0|0
3|21|0|0|0
4|21|0|0|0
5|21|0|0|0
6|21|0|0|0
7|21|0|0|0
8|21|0|0|0
9|21|0|0|0
10|21|0|0|0
11|21|0|0|0
12|21|0|0|0
13|21|0|0|0
14|21|0|0|0
15|21|0|0|0
16|21|0|0|0
17|21|0|0|0
18|21|0|0|0
19|21|0|0|0
20|21|0|0|0
21|21|0|0|0
22|21|0|0|0
23|21|0|0|0
24|21|0|0|0
25|21|0|0|0
26|21|0|0|0
27|21|0|0|0
28|21|0|0|0
29|21|0|0|0
30|21|0|0|0
-30|22|0|0|0
-29|22|0|0|0
-28|22|0|0|0
-27|22|0|0|0
-26|22|0|0|0
-25|22|0|0|0
-24|22|0|0|0
-23|22|0|0|0
-22|22|0|0|0
-21|22|0|0|0
-20|22|0|0|0
-19|22|18.36413296815641|83.0782757602483|23.305142627988978
-18|22|18.777171610443133|79.03933990406526|22.928465170538743
-17|22|19.22675853667647|76.84519813605431|22.567137124307692
-16|22|19.712267572299567|75.18232426081894|22.220454086609593
-15|22|20.23321999493008|73.80347196337421|21.887761923280834
-14|22|0|0|0
-13|22|0|0|0
-12|22|0|0|0
-11|22|0|0|0
-10|22|0|0|0
-9|22|0|0|0
-8|22|0|0|0
-7|22|0|0|0
-6|22|0|0|0
-5|22|0|0|0
-4|22|0|0|0
-3|22|0|0|0
-2|22|0|0|0
-1|22|0|0|0
0|22|0|0|0
1|22|0|0|0
2|22|0|0|0
3|22|0|0|0
4|22|0|0|0
5|22|0|0|0
6|22|0|0|0
7|22|0|0|0
8|22|0|0|0
9|22|0|0|0
10|22|0|0|0
11|22|0|0|0
12|22|0|0|0
13|22|0|0|0
14|22|0|0|0
15|22|0|0|0
16|22|0|0|0
17|22|0|0|0
18|22|0|0|0
19|22|0|0|0
20|22|0|0|0
21|22|0|0|0
22|22|0|0|0
23|22|0|0|0
24|22|0|0|0
25|22|0|0|0
26|22|0|0|0
27|22|0|0|0
28|22|0|0|0
29|22|0|0|0
30|22|0|0|0
-30|23|0|0|0
-29|23|0|0|0
-28|23|0|0|0
-27|23|0|0|0
-26|23|0|0|0
-25|23|0|0|0
-24|23|0|0|0
-23|23|0|0|0
-22|23|0|0|0
-21|23|0|0|0
-20|23|0|0|0
-19|23|0|0|0
-18|23|0|0|0
-17|23|19.22675853667647|82.03148191823487|21.929021194591755
-16|23|0|0|0
-15|23|0|0|0
-14|23|0|0|0
-13|23|0|0|0
-12|23|0|0|0
-11|23|0|0|0
-10|23|0|0|0
-9|23|0|0|0
-8|23|0|0|0
-7|23|0|0|0
-6|23|0|0|0
-5|23|0|0|0
-4|23|0|0|0
-3|23|0|0|0
-2|23|0|0|0
-1|23|0|0|0
0|23|0|0|0
1|23|0|0|0
2|23|0|0|0
3|23|0|0|0
4|23|0|0|0
5|23|0|0|0
6|23|0|0|0
7|23|0|0|0
8|23|0|0|0
9|23|0|0|0
10|23|0|0|0
11|23|0|0|0
12|23|0|0|0
13|23|0|0|0
14|23|0|0|0
15|23|0|0|0
16|23|0|0|0
17|23|0|0|0
18|23|0|0|0
19|23|0|0|0
20|23|0|0|0
21|23|0|0|0
22|23|0|0|0
23|23|0|0|0
24|23|0|0|0
25|23|0|0|0
26|23|0|0|0
27|23|0|0|0
28|23|0|0|0
29|23|0|0|0
30|23|0|0|0
-30|24|0|0|0
-29|24|0|0|0
-28|24|0|0|0
-27|24|0|0|0
-26|24|0|0|0
-25|24|0|0|0
-24|24|0|0|0
-23|24|0|0|0
-22|24|0|0|0
-21|24|0|0|0
-20|24|0|0|0
-19|24|0|0|0
-18|24|0|0|0
-17|24|0|0|0
-16|24|0|0|0
-15|24|0|0|0
-14|24|0|0|0
-13|24|0|0|0
-12|24|0|0|0
-11|24|0|0|0
-10|24|0|0|0
-9|24|0|0|0
-8|24|0|0|0
-7|24|0|0|0
-6|24|0|0|0
-5|24|0|0|0
-4|24|0|0|0
-3|24|0|0|0
-2|24|0|0|0
-1|24|0|0|0
0|24|0|0|0
1|24|0|0|0
2|24|0|0|0
3|24|0|0|0
4|24|0|0|0
5|24|0|0|0
6|24|0|0|0
7|24|0|0|0
8|24|0|0|0
9|24|0|0|0
10|24|0|0|0
11|24|0|0|0
12|24|0|0|0
13|24|0|0|0
14|24|0|0|0
15|24|0|0|0
16|24|0|0|0
17|24|0|0|0
18|24|0|0|0
19|24|0|0|0
20|24|0|0|0
21|24|0|0|0
22|24|0|0|0
23|24|0|0|0
24|24|0|0|0
25|24|0|0|0
26|24|0|0|0
27|24|0|0|0
28|24|0|0|0
29|24|0|0|0
30|24|0|0|0
-30|25|0|0|0
-29|25|0|0|0
-28|25|0|0|0
-27|25|0|0|0
-26|25|0|0|0
-25|25|0|0|0
-24|25|0|0|0
-23|25|0|0|0
-22|25|0|0|0
-21|25|0|0|0
-20|25|0|0|0
-19|25|0|0|0
-18|25|0|0|0
-17|25|0|0|0
-16|25|0|0|0
-15|25|0|0|0
-14|25|0|0|0
-13|25|0|0|0
-12|25|0|0|0
-11|25|0|0|0
-10|25|0|0|0
-9|25|0|0|0
-8|25|0|0|0
-7|25|0|0|0
-6|25|0|0|0
-5|25|0|0|0
-4|25|0|0|0
-3|25|0|0|0
-2|25|0|0|0
-1|25|0|0|0
0|25|0|0|0
1|25|0|0|0
2|25|0|0|0
3|25|0|0|0
4|25|0|0|0
5|25|0|0|0
6|25|0|0|0
7|25|0|0|0
8|25|0|0|0
9|25|0|0|0
10|25|0|0|0
11|25|0|0|0
12|25|0|0|0
13|25|0|0|0
14|25|0|0|0
15|25|0|0|0
16|25|0|0|0
17|25|0|0|0
18|25|0|0|0
19|25|0|0|0
20|25|0|0|0
21|25|0|0|0
22|25|0|0|0
23|25|0|0|0
24|25|0|0|0
25|25|0|0|0
26|25|0|0|0
27|25|0|0|0
28|25|0|0|0
29|25|0|0|0
30|25|0|0|0
-30|26|0|0|0
-29|26|0|0|0
-28|26|0|0|0
-27|26|0|0|0
-26|26|0|0|0
-25|26|0|0|0
-24|26|0|0|0
-23|26|0|0|0
-22|26|0|0|0
-21|26|0|0|0
-20|26|0|0|0
-19|26|0|0|0
-18|26|0|0|0
-17|26|0|0|0
-16|26|0|0|0
-15|26|0|0|0
-14|26|0|0|0
-13|26|0|0|0
-12|26|0|0|0
-11|26|0|0|0
-10|26|0|0|0
-9|26|0|0|0
-8|26|0|0|0
-7|26|0|0|0
-6|26|0|0|0
-5|26|0|0|0
-4|26|0|0|0
-3|26|0|0|0
-2|26|0|0|0
-1|26|0|0|0
0|26|0|0|0
1|26|0|0|0
2|26|0|0|0
3|26|0|0|0
4|26|0|0|0
5|26|0|0|0
6|26|0|0|0
7|26|0|0|0
8|26|0|0|0
9|26|0|0|0
10|26|0|0|0
11|26|0|0|0
12|26|0|0|0
13|26|0|0|0
14|26|0|0|0
15|26|0|0|0
16|26|0|0|0
17|26|0|0|0
18|26|0|0|0
19|26|0|0|0
20|26|0|0|0
21|26|0|0|0
22|26|0|0|0
23|26|0|0|0
24|26|0|0|0
25|26|0|0|0
26|26|0|0|0
27|26|0|0|0
28|26|0|0|0
29|26|0|0|0
30|26|0|0|0
-30|27|0|0|0
-29|27|0|0|0
-28|27|0|0|0
-27|27|0|0|0
-26|27|0|0|0
-25|27|0|0|0
-24|27|0|0|0
-23|27|0|0|0
-22|27|0|0|0
-21|27|0|0|0
-20|27|0|0|0
-19|27|0|0|0
-18|27|0|0|0
-17|27|0|0|0
-16|27|0|0|0
-15|27|0|0|0
-14|27|0|0|0
-13|27|0|0|0
-12|27|0|0|0
-11|27|0|0|0
-10|27|0|0|0
-9|27|0|0|0
-8|27|0|0|0
-7|27|0|0|0
-6|27|0|0|0
-5|27|0|0|0
-4|27|0|0|0
-3|27|0|0|0
-2|27|0|0|0
-1|27|0|0|0
0|27|0|0|0
1|27|0|0|0
2|27|0|0|0
3|27|0|0|0
4|27|0|0|0
5|27|0|0|0
6|27|0|0|0
7|27|0|0|0
8|27|0|0|0
9|27|0|0|0
10|27|0|0|0
11|27|0|0|0
12|27|0|0|0
13|27|0|0|0
14|27|0|0|0
15|27|0|0|0
16|27|0|0|0
17|27|0|0|0
18|27|0|0|0
19|27|0|0|0
20|27|0|0|0
21|27|0|0|0
22|27|0|0|0
23|27|0|0|0
24|27|0|0|0
25|27|0|0|0
26|27|0|0|0
27|27|0|0|0
28|27|0|0|0
29|27|0|0|0
30|27|0|0|0
-30|28|0|0|0
-29|28|0|0|0
-28|28|0|0|0
-27|28|0|0|0
-26|28|0|0|0
-25|28|0|0|0
-24|28|0|0|0
-23|28|0|0|0
-22|28|0|0|0
-21|28|0|0|0
-20|28|0|0|0
-19|28|0|0|0
-18|28|0|0|0
-17|28|0|0|0
-16|28|0|0|0
-15|28|0|0|0
-14|28|0|0|0
-13|28|0|0|0
-12|28|0|0|0
-11|28|0|0|0
-10|28|0|0|0
-9|28|0|0|0
-8|28|0|0|0
-7|28|0|0|0
-6|28|0|0|0
-5|28|0|0|0
-4|28|0|0|0
-3|28|0|0|0
-2|28|0|0|0
-1|28|0|0|0
0|28|0|0|0
1|28|0|0|0
2|28|0|0|0
3|28|0|0|0
4|28|0|0|0
5|28|0|0|0
6|28|0|0|0
7|28|0|0|0
8|28|0|0|0
9|28|0|0|0
10|28|0|0|0
11|28|0|0|0
12|28|0|0|0
13|28|0|0|0
14|28|0|0|0
15|28|0|0|0
16|28|0|0|0
17|28|0|0|0
18|28|0|0|0
19|28|0|0|0
20|28|0|0|0
21|28|0|0|0
22|28|0|0|0
23|28|0|0|0
24|28|0|0|0
25|28|0|0|0
26|28|0|0|0
27|28|0|0|0
28|28|0|0|0
29|28|0|0|0
30|28|0|0|0
-30|29|0|0|0
-29|29|0|0|0
-28|29|0|0|0
-27|29|0|0|0
-26|29|0|0|0
-25|29|0|0|0
-24|29|0|0|0
-23|29|0|0|0
-22|29|0|0|0
-21|29|0|0|0
-20|29|0|0|0
-19|29|0|0|0
-18|29|0|0|0
-17|29|0|0|0
-16|29|0|0|0
-15|29|0|0|0
-14|29|0|0|0
-13|29|0|0|0
-12|29|0|0|0
-11|29|0|0|0
-10|29|0|0|0
-9|29|0|0|0
-8|29|0|0|0
-7|29|0|0|0
-6|29|0|0|0
-5|29|0|0|0
-4|29|0|0|0
-3|29|0|0|0
-2|29|0|0|0
-1|29|0|0|0
0|29|0|0|0
1|29|0|0|0
2|29|0|0|0
3|29|0|0|0
4|29|0|0|0
5|29|0|0|0
6|29|0|0|0
7|29|0|0|0
8|29|0|0|0
9|29|0|0|0
10|29|0|0|0
11|29|0|0|0
12|29|0|0|0
13|29|0|0|0
14|29|0|0|0
15|29|0|0|0
16|29|0|0|0
17|29|0|0|0
18|29|0|0|0
19|29|0|0|0
20|29|0|0|0
21|29|0|0|0
22|29|0|0|0
23|29|0|0|0
24|29|0|0|0
25|29|0|0|0
26|29|0|0|0
27|29|0|0|0
28|29|0|0|0
29|29|0|0|0
30|29|0|0|0
-30|30|0|0|0
-29|30|0|0|0
-28|30|0|0|0
-27|30|0|0|0
-26|30|0|0|0
-25|30|0|0|0
-24|30|0|0|0
-23|30|0|0|0
-22|30|0|0|0
-21|30|0|0|0
-20|30|0|0|0
-19|30|0|0|0
-18|30|0|0|0
-17|30|0|0|0
-16|30|0|0|0
-15|30|0|0|0
-14|30|0|0|0
-13|30|0|0|0
-12|30|0|0|0
-11|30|0|0|0
-10|30|0|0|0
-9|30|0|0|0
-8|30|0|0|0
-7|30|0|0|0
-6|30|0|0|0
-5|30|0|0|0
-4|30|0|0|0
-3|30|0|0|0
-2|30|0|0|0
-1|30|0|0|0
0|30|0|0|0
1|30|0|0|0
2|30|0|0|0
3|30|0|0|0
4|30|0|0|0
5|30|0|0|0
6|30|0|0|0
7|30|0|0|0
8|30|0|0|0
9|30|0|0|0
10|30|0|0|0
11|30|0|0|0
12|30|0|0|0
13|30|0|0|0
14|30|0|0|0
15|30|0|0|0
16|30|0|0|0
17|30|0|0|0
18|30|0|0|0
19|30|0|0|0
20|30|0|0|0
21|30|0|0|0
22|30|0|0|0
23|30|0|0|0
24|30|0|0|0
25|30|0|0|0
26|30|0|0|0
27|30|0|0|0
28|30|0|0|0
29|30|0|0|0
30|30|0|0|0
